ID_YPS,SPP,GENUS,SPECIES,FAMILY,LIANA,FOREST
BVPLEOVA5,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Unknown
BVMANSKE1,MANSKE,Pachyptera,kerere,Bignoniaceae,1,Unknown
BVCONNPA9,CONNPA,Connarus,panamensis,Connaraceae,1,Unknown
BVMAYTSC9,MAYTSC,Maytenus,schippii,Celastraceae,0,Unknown
BVMAYTSC10,MAYTSC,Maytenus,schippii,Celastraceae,0,Unknown
BVTET2PA10,TET2PA,Protium,stevensonii,Burseraceae,0,Unknown
BVVOCHFE10,VOCHFE,Vochysia,ferruginea,Vochysiaceae,0,Unknown
BVPROTTE8,PROTTE,Protium,tenuifolium,Burseraceae,0,Unknown
BVHEISCO9,HEISCO,Heisteria,concinna,Olacaceae,0,Unknown
BVTET1PO3,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Unknown
BVMOURMY8,MOURMY,Mouriri,myrtilloides,Melastomataceae,0,Unknown
BVPETRAS10,PETRAS,Petrea,volubilis,Verbenaceae,1,Unknown
BVMANSKE2,MANSKE,Pachyptera,kerere,Bignoniaceae,1,Unknown
BVTET2PA9,TET2PA,Protium,stevensonii,Burseraceae,0,Unknown
BVPSYCMA9,PSYCMA,Psychotria,marginata,Rubiaceae,0,Unknown
BVVIROSE10,VIROSE,Virola,sebifera,Myristicaceae,0,Unknown
BVFARAOC10,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
BVPETRAS9,PETRAS,Petrea,volubilis,Verbenaceae,1,Unknown
BVSOROAF9,SOROAF,Sorocea,affinis,Moraceae,0,Unknown
BVHEISAC9,HEISAC,Heisteria,acuminata,Olacaceae,0,Unknown
BVMOURMY9,MOURMY,Mouriri,myrtilloides,Melastomataceae,0,Unknown
BVPROTTE9,PROTTE,Protium,tenuifolium,Burseraceae,0,Unknown
BVHEISAC3,HEISAC,Heisteria,acuminata,Olacaceae,0,Unknown
BVMYRCGA3,MYRCGA,Myrcia,splendens,Myrtaceae,0,Unknown
BVPHRYCO1,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
BVMAR2PA4,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
BVMOURMY3,MOURMY,Mouriri,myrtilloides,Melastomataceae,0,Unknown
BVHEISCO4,HEISCO,Heisteria,concinna,Olacaceae,0,Unknown
BVOURALU1,OURALU,Ouratea,lucens,Ochnaceae,0,Unknown
BVMATYSC3,MAYTSC,Maytenus,schippii,Celastraceae,0,Unknown
BVMAQUCO3,MAQUCO,Maquira,guianensis,Moraceae,0,Unknown
BVCONNPA1,CONNPA,Connarus,panamensis,Connaraceae,1,Unknown
BVGUATAM4,GUATAM,Guatteria,amplifolia,Annonaceae,0,Unknown
BVMAYTSC2,MAYTSC,Maytenus,schippii,Celastraceae,0,Unknown
BVMAYTSC1,MAYTSC,Maytenus,schippii,Celastraceae,0,Unknown
BVCOU2CU3,COU2CU,Coussarea,suaveolens,Rubiaceae,0,Unknown
BVCHR2AR2,CHR2AR,Chrysophyllum,argenteum,Sapotaceae,0,Unknown
BVFARAOC2,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
BVHEISAC4,HEISAC,Heisteria,acuminata,Olacaceae,0,Unknown
BVVIROSE3,VIROSE,Virola,sebifera,Myristicaceae,0,Unknown
BVMOURMY2,MOURMY,Mouriri,myrtilloides,Melastomataceae,0,Unknown
BVDOLIMA3,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
BVMAR2PA3,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
BVTET2PA3,TET2PA,Protium,stevensonii,Burseraceae,0,Unknown
BVVIROSE2,VIROSE,Virola,sebifera,Myristicaceae,0,Unknown
BVMAQUCO2,MAQUCO,Maquira,guianensis,Moraceae,0,Unknown
BVMYRCGA11,MYRCGA,Myrcia,splendens,Myrtaceae,0,Unknown
BVGUATAM3,GUATAM,Guatteria,amplifolia,Annonaceae,0,Unknown
BVPLEOVA1,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Unknown
BVCHR2AR1,CHR2AR,Chrysophyllum,argenteum,Sapotaceae,0,Unknown
BVCOCCMA2,COCCMA,Coccoloba,manzinellensis,Polygonaceae,0,Unknown
BVHEISCO3,HEISCO,Heisteria,concinna,Olacaceae,0,Unknown
BVGUATAM1,GUATAM,Guatteria,amplifolia,Annonaceae,0,Unknown
BVMAR2PA2,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
BVCALOLO2,CALOLO,Calophyllum,longifolium,Calophyllaceae,0,Unknown
BVCOU2CU2,COU2CU,Coussarea,suaveolens,Rubiaceae,0,Unknown
BVLACIAG3,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
BVMYRCGA2,MYRCGA,Myrcia,splendens,Myrtaceae,0,Unknown
BVVIROSE1,VIROSE,Virola,sebifera,Myristicaceae,0,Unknown
BVDOLIMA2,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
BVHEISAC2,HEISAC,Heisteria,acuminata,Olacaceae,0,Unknown
BVMAQUCO1,MAQUCO,Maquira,guianensis,Moraceae,0,Unknown
BVLACIAG2,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
BVCALOLO1,CALOLO,Calophyllum,longifolium,Calophyllaceae,0,Unknown
BVTET2PA2,TET2PA,Protium,stevensonii,Burseraceae,0,Unknown
BVMOURMY1,MOURMY,Mouriri,myrtilloides,Melastomataceae,0,Unknown
BVGUATAM2,GUATAM,Guatteria,amplifolia,Annonaceae,0,Unknown
BVHEISCO2,HEISCO,Heisteria,concinna,Olacaceae,0,Unknown
BVFARAOC1,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
BVCOU2CU1,COU2CU,Coussarea,suaveolens,Rubiaceae,0,Unknown
BVMYRCGA1,MYRCGA,Myrcia,splendens,Myrtaceae,0,Unknown
BVCOCCMA1,COCCMA,Coccoloba,manzinellensis,Polygonaceae,0,Unknown
BVDOLIMA1,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
BVLACIAG1,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
BVMAR2PA1,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
BVHEISAC1,HEISAC,Heisteria,acuminata,Olacaceae,0,Unknown
BVTET2PA1,TET2PA,Protium,stevensonii,Burseraceae,0,Unknown
BVHEISCO1,HEISCO,Heisteria,concinna,Olacaceae,0,Unknown
BVVOCHFE1,VOCHFE,Vochysia,ferruginea,Vochysiaceae,0,Unknown
BVCONNPA2,CONNPA,Connarus,panamensis,Connaraceae,1,Unknown
BVMAR2PA5,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
BVTET2PA4,TET2PA,Protium,stevensonii,Burseraceae,0,Unknown
BVPETRAS1,PETRAS,Petrea,volubilis,Verbenaceae,1,Unknown
BVCHR2AR3,CHR2AR,Chrysophyllum,argenteum,Sapotaceae,0,Unknown
BVHEISAC5,HEISAC,Heisteria,acuminata,Olacaceae,0,Unknown
BVOURALU2,OURALU,Ouratea,lucens,Ochnaceae,0,Unknown
BVVOCHFE2,VOCHFE,Vochysia,ferruginea,Vochysiaceae,0,Unknown
BVLACIAG5,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
BVMOURMY4,MOURMY,Mouriri,myrtilloides,Melastomataceae,0,Unknown
BVCOCCMA3,COCCMA,Coccoloba,manzinellensis,Polygonaceae,0,Unknown
BVDOLIMA4,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
BVPHRYCO2,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
BVGUATAM5,GUATAM,Guatteria,amplifolia,Annonaceae,0,Unknown
BVDOLIMA5,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
BVMYRCGA4,MYRCGA,Myrcia,splendens,Myrtaceae,0,Unknown
BVPSYCMA2,PSYCMA,Psychotria,marginata,Rubiaceae,0,Unknown
BVMAYTSC4,MAYTSC,Maytenus,schippii,Celastraceae,0,Unknown
BVPSYCMA1,PSYCMA,Psychotria,marginata,Rubiaceae,0,Unknown
BVLACIAG6,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
BVASPICR7,ASPICR,Aspidosperma,desmanthum,Apocynaceae,0,Unknown
BVCOCCMA4,COCCMA,Coccoloba,manzinellensis,Polygonaceae,0,Unknown
BVCHR2AR4,CHR2AR,Chrysophyllum,argenteum,Sapotaceae,0,Unknown
BVPLEOVA2,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Unknown
BVCOCCMA5,COCCMA,Coccoloba,manzinellensis,Polygonaceae,0,Unknown
BVCOU2CU4,COU2CU,Coussarea,suaveolens,Rubiaceae,0,Unknown
BVVOCHFE3,VOCHFE,Vochysia,ferruginea,Vochysiaceae,0,Unknown
BVVOCHFE4,VOCHFE,Vochysia,ferruginea,Vochysiaceae,0,Unknown
BVOURALU3,OURALU,Ouratea,lucens,Ochnaceae,0,Unknown
BVSOROAF1,SOROAF,Sorocea,affinis,Moraceae,0,Unknown
BVCALOLO3,CALOLO,Calophyllum,longifolium,Calophyllaceae,0,Unknown
BVPHRYCO3,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
BVMAR2PA6,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
BVPETRAS3,PETRAS,Petrea,volubilis,Verbenaceae,1,Unknown
BVTET1PO1,TET1PO,Tetracera,portobellensis,Dilleniaceae,1,Unknown
BVGUATAM6,GUATAM,Guatteria,amplifolia,Annonaceae,0,Unknown
BVPSYCMA4,PSYCMA,Psychotria,marginata,Rubiaceae,0,Unknown
BVCONNPA3,CONNPA,Connarus,panamensis,Connaraceae,1,Unknown
BVCHR2AR5,CHR2AR,Chrysophyllum,argenteum,Sapotaceae,0,Unknown
BVVOCHFE5,VOCHFE,Vochysia,ferruginea,Vochysiaceae,0,Unknown
BVFARAOC3,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
BVCALOLO5,CALOLO,Calophyllum,longifolium,Calophyllaceae,0,Unknown
BVPHRYCO4,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
BVASPICR2,ASPICR,Aspidosperma,desmanthum,Apocynaceae,0,Unknown
BVMYRCGA6,MYRCGA,Myrcia,splendens,Myrtaceae,0,Unknown
BVTET2PA11,TET2PA,Protium,stevensonii,Burseraceae,0,Unknown
BVPSYCMA3,PSYCMA,Psychotria,marginata,Rubiaceae,0,Unknown
BVMAQUCO4,MAQUCO,Maquira,guianensis,Moraceae,0,Unknown
BVPROTTE1,PROTTE,Protium,tenuifolium,Burseraceae,0,Unknown
BVMYRCGA5,MYRCGA,Myrcia,splendens,Myrtaceae,0,Unknown
BVPETRAS2,PETRAS,Petrea,volubilis,Verbenaceae,1,Unknown
BVLAVIAG7,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
BVCALOLO4,CALOLO,Calophyllum,longifolium,Calophyllaceae,0,Unknown
BVCONNPA4,CONNPA,Connarus,panamensis,Connaraceae,1,Unknown
BVOURALU4,OURALU,Ouratea,lucens,Ochnaceae,0,Unknown
BVDOLIMA6,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
BVPHRYCO5,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
BVMAQUCO5,MAQUCO,Maquira,guianensis,Moraceae,0,Unknown
BVPROTTE2,PROTTE,Protium,tenuifolium,Burseraceae,0,Unknown
BVCOU2CU5,COU2CU,Coussarea,suaveolens,Rubiaceae,0,Unknown
BVMAQUCO6,MAQUCO,Maquira,guianensis,Moraceae,0,Unknown
BVFARAOC4,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
BVPHRYCO6,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
BVASPICR1,ASPICR,Aspidosperma,desmanthum,Apocynaceae,0,Unknown
BVCHR2AR6,CHR2AR,Chrysophyllum,argenteum,Sapotaceae,0,Unknown
BVCALOLO6,CALOLO,Calophyllum,longifolium,Calophyllaceae,0,Unknown
BVPSYCMA5,PSYCMA,Psychotria,marginata,Rubiaceae,0,Unknown
ANMAPRGU11,MAPRGU,Maprounea,guianensis,Euphorbiaceae,0,Unknown
ANDOLIMA10,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
ANMAPRGU10,MAPRGU,Maprounea,guianensis,Euphorbiaceae,0,Unknown
ANMAPRGU9,MAPRGU,Maprounea,guianensis,Euphorbiaceae,0,Unknown
ANROUPMO2,ROUPMO,Roupala,montana,Proteaceae,0,Unknown
ANLINDLA8,LINDLA,Lindackeria,laurina,Achariaceae,0,Unknown
ANLINDLA9,LINDLA,Lindackeria,laurina,Achariaceae,0,Unknown
ANLINDLA7,LINDLA,Lindackeria,laurina,Achariaceae,0,Unknown
ANALIBED4,ALIBED,Alibertia,edulis,Rubiaceae,0,Unknown
ANROUPMO10,ROUPMO,Roupala,montana,Proteaceae,0,Unknown
ANCASECO8,CASECO,Piparea,dentata,Salicaceae,0,Unknown
ANALIBED7,ALIBED,Alibertia,edulis,Rubiaceae,0,Unknown
ANCASECO9,CASECO,Piparea,dentata,Salicaceae,0,Unknown
ANALIBED8,ALIBED,Alibertia,edulis,Rubiaceae,0,Unknown
ANMICOAF8,MICOAF,Miconia,affinis,Melastomataceae,0,Unknown
ANMICOAF7,MICOAF,Miconia,affinis,Melastomataceae,0,Unknown
ANALIBED3,ALIBED,Alibertia,edulis,Rubiaceae,0,Unknown
ANROUPMO6,ROUPMO,Roupala,montana,Proteaceae,0,Unknown
ANMICOAF6,MICOAF,Miconia,affinis,Melastomataceae,0,Unknown
ANMAPRGU2,MAPRGU,Maprounea,guianensis,Euphorbiaceae,0,Unknown
ANROUPMO5,ROUPMO,Roupala,montana,Proteaceae,0,Unknown
ANCASECO4,CASECO,Piparea,dentata,Salicaceae,0,Unknown
ANROUPMO4,ROUPMO,Roupala,montana,Proteaceae,0,Unknown
ANCASECO2,CASECO,Piparea,dentata,Salicaceae,0,Unknown
ANFARAOC7,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
ANENTESC9,ENTESC,Robrichia,schomburgkii,Fabaceae,0,Unknown
ANSIPAGU8,SIPAGU,Siparuna,guianensis,Siparunaceae,0,Unknown
ANCASECO10,CASECO,Piparea,dentata,Salicaceae,0,Unknown
ANHIRTRA7,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Unknown
ANCONNPA6,CONNPA,Connarus,panamensis,Connaraceae,1,Unknown
ANABUTRA6,ABUTRA,Abuta,racemosa,Menispermaceae,1,Unknown
ANAMAICO5,AMAICO,Amaioua,glomerulata,Rubiaceae,0,Unknown
ANPIPECO7,PIPECO,Piper,cordulatum,Piperaceae,0,Unknown
ANPSYCDE6,PSYCDE,Palicourea,deflexa,Rubiaceae,0,Unknown
ANHIRTRA6,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Unknown
ANMICOEL6,MICOEL,Miconia,elata,Melastomataceae,0,Unknown
ANDOLIDE7,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,Unknown
ANCONNPA5,CONNPA,Connarus,panamensis,Connaraceae,1,Unknown
ANSIPAGU6,SIPAGU,Siparuna,guianensis,Siparunaceae,0,Unknown
ANMICOEL5,MICOEL,Miconia,elata,Melastomataceae,0,Unknown
ANENTESC5,ENTESC,Robrichia,schomburgkii,Fabaceae,0,Unknown
ANCONNPA4,CONNPA,Connarus,panamensis,Connaraceae,1,Unknown
ANPSYCDE5,PSYCDE,Palicourea,deflexa,Rubiaceae,0,Unknown
ANMAR2PA6,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
ANPIPECO5,PIPECO,Piper,cordulatum,Piperaceae,0,Unknown
ANSIPAGU5,SIPAGU,Siparuna,guianensis,Siparunaceae,0,Unknown
ANPIPECO6,PIPECO,Piper,cordulatum,Piperaceae,0,Unknown
ANMAPRGU4,MAPRGU,Maprounea,guianensis,Euphorbiaceae,0,Unknown
ANPSYCER6,PSYCER,Ronabea,latifolia,Rubiaceae,0,Unknown
ANMAPRGU3,MAPRGU,Maprounea,guianensis,Euphorbiaceae,0,Unknown
ANLINDLA3,LINDLA,Lindackeria,laurina,Achariaceae,0,Unknown
ANAMAICO6,AMAICO,Amaioua,glomerulata,Rubiaceae,0,Unknown
ANMAR2PA5,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
ANDOLIDE1,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,Unknown
ANDOLIMA5,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
ANDOLIDE6,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,Unknown
ANPLEOVA6,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Unknown
ANPSYCER5,PSYCER,Ronabea,latifolia,Rubiaceae,0,Unknown
ANPSYCPO6,PSYCPO,Palicourea,tomentosa,Rubiaceae,0,Unknown
ANPSYCDE11,PSYCDE,Palicourea,deflexa,Rubiaceae,0,Unknown
ANLACIAG7,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
ANPLEOVA5,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Unknown
ANPLEOVA4,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Unknown
ANPSYCPO5,PSYCPO,Palicourea,tomentosa,Rubiaceae,0,Unknown
ANPIPECO3,PIPECO,Piper,cordulatum,Piperaceae,0,Unknown
ANALIBED2,ALIBED,Alibertia,edulis,Rubiaceae,0,Unknown
ANPSYCER4,PSYCER,Ronabea,latifolia,Rubiaceae,0,Unknown
ANDOLIDE5,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,Unknown
ANAMAICO4,AMAICO,Amaioua,glomerulata,Rubiaceae,0,Unknown
ANPLEOVA3,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Unknown
ANLINDLA2,LINDLA,Lindackeria,laurina,Achariaceae,0,Unknown
ANPLEOVA2,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Unknown
ANNECTCU6,NECTCU,Nectandra,cuspidata,Lauraceae,0,Unknown
ANDOLIMA4,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
ANFARAOC6,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
ANPIPECO2,PIPECO,Piper,cordulatum,Piperaceae,0,Unknown
ANPSYCER3,PSYCER,Ronabea,latifolia,Rubiaceae,0,Unknown
ANPSYCPO4,PSYCPO,Palicourea,tomentosa,Rubiaceae,0,Unknown
ANPSYCDE4,PSYCDE,Palicourea,deflexa,Rubiaceae,0,Unknown
ANALIBED1,ALIBED,Alibertia,edulis,Rubiaceae,0,Unknown
ANROUPMO1,ROUPMO,Roupala,montana,Proteaceae,0,Unknown
ANABUTRA5,ABUTRA,Abuta,racemosa,Menispermaceae,1,Unknown
ANLACIAG6,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
ANHIRTRA4,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Unknown
ANNECTCU5,NECTCU,Nectandra,cuspidata,Lauraceae,0,Unknown
ANCONNPA3,CONNPA,Connarus,panamensis,Connaraceae,1,Unknown
ANFARAOC5,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
ANDOLIDE3,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,Unknown
ANNECTCU4,NECTCU,Nectandra,cuspidata,Lauraceae,0,Unknown
ANFARAOC4,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
ANENTESC4,ENTESC,Robrichia,schomburgkii,Fabaceae,0,Unknown
ANAMAICO3,AMAICO,Amaioua,glomerulata,Rubiaceae,0,Unknown
ANABUTRA3,ABUTRA,Abuta,racemosa,Menispermaceae,1,Unknown
ANMAR2PA4,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
ANLACIAG5,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
ANPSYCER2,PSYCER,Ronabea,latifolia,Rubiaceae,0,Unknown
ANPLEOVA1,PLEOVA,Pleonotoma,variabilis,Bignoniaceae,1,Unknown
ANLACIAG4,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
ANABUTRA4,ABUTRA,Abuta,racemosa,Menispermaceae,1,Unknown
ANFARAOC3,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
ANPSYCPO3,PSYCPO,Palicourea,tomentosa,Rubiaceae,0,Unknown
ANABUTRA2,ABUTRA,Abuta,racemosa,Menispermaceae,1,Unknown
ANHIRTRA3,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Unknown
ANABUTRA1,ABUTRA,Abuta,racemosa,Menispermaceae,1,Unknown
ANPSYCPO1,PSYCPO,Palicourea,tomentosa,Rubiaceae,0,Unknown
ANCONNPA2,CONNPA,Connarus,panamensis,Connaraceae,1,Unknown
ANDOLIMA3,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
ANMICOAF4,MICOAF,Miconia,affinis,Melastomataceae,0,Unknown
ANPHRYCO6,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
ANCASECO1,CASECO,Piparea,dentata,Salicaceae,0,Unknown
ANLACIAG2,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
ANMAPRGU1,MAPRGU,Maprounea,guianensis,Euphorbiaceae,0,Unknown
ANAMAICO2,AMAICO,Amaioua,glomerulata,Rubiaceae,0,Unknown
ANFARAOC2,FARAOC,Faramea,occidentalis,Rubiaceae,0,Unknown
ANOSYCDE3,PSYCDE,Palicourea,deflexa,Rubiaceae,0,Unknown
ANPSYCPO2,PSYCPO,Palicourea,tomentosa,Rubiaceae,0,Unknown
ANDOLIDE2,DOLIDE,Doliocarpus,dentatus,Dilleniaceae,1,Unknown
ANMAR2PA3,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
ANPERAAR8,PERAAR,Pera,arborea,Peraceae,0,Unknown
ANMAR2PA2,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
ANPHRYCO5,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
ANMICOEL4,MICOEL,Miconia,elata,Melastomataceae,0,Unknown
ANHIRTAM6,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,Unknown
ANPSYCER1,PSYCER,Ronabea,latifolia,Rubiaceae,0,Unknown
ANMICOEL3,MICOEL,Miconia,elata,Melastomataceae,0,Unknown
ANINGAFA5,INGAFA,Inga,laurina,Fabaceae,0,Unknown
ANDOLIMA2,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
ANMICOAF3,MICOAF,Miconia,affinis,Melastomataceae,0,Unknown
ANAMAICO1,AMAICO,Amaioua,glomerulata,Rubiaceae,0,Unknown
ANNECTCU3,NECTCU,Nectandra,cuspidata,Lauraceae,0,Unknown
ANMICOEL2,MICOEL,Miconia,elata,Melastomataceae,0,Unknown
ANPSYCDE2,PSYCDE,Palicourea,deflexa,Rubiaceae,0,Unknown
ANINGAFA4,INGAFA,Inga,laurina,Fabaceae,0,Unknown
ANPSYCB27,PSYCB2,Palicourea,gracilenta,Rubiaceae,0,Unknown
ANMAR2PA1,MAR2PA,Maripa,panamensis,Convolvulaceae,1,Unknown
ANPERAAR6,PERAAR,Pera,arborea,Peraceae,0,Unknown
ANPIPECO1,PIPECO,Piper,cordulatum,Piperaceae,0,Unknown
ANPSYCDE1,PSYCDE,Palicourea,deflexa,Rubiaceae,0,Unknown
ANHIRTAM5,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,Unknown
ANENTESC3,ENTESC,Robrichia,schomburgkii,Fabaceae,0,Unknown
ANINGAFA3,INGAFA,Inga,laurina,Fabaceae,0,Unknown
ANENTESC2,ENTESC,Robrichia,schomburgkii,Fabaceae,0,Unknown
ANMICOEL1,MICOEL,Miconia,elata,Melastomataceae,0,Unknown
ANHIRTAM4,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,Unknown
ANPERAAR5,PERAAR,Pera,arborea,Peraceae,0,Unknown
ANSIPAGU4,SIPAGU,Siparuna,guianensis,Siparunaceae,0,Unknown
ANPERAAR4,PERAAR,Pera,arborea,Peraceae,0,Unknown
ANPSYCB26,PSYCB2,Palicourea,gracilenta,Rubiaceae,0,Unknown
ANINGAFA2,INGAFA,Inga,laurina,Fabaceae,0,Unknown
ANPHRYCO2,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
ANHIRTAM2,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,Unknown
ANLINDLA1,LINDLA,Lindackeria,laurina,Achariaceae,0,Unknown
ANNECTCU2,NECTCU,Nectandra,cuspidata,Lauraceae,0,Unknown
ANPSYCB25,PSYCB2,Palicourea,gracilenta,Rubiaceae,0,Unknown
ANHIRTAM3,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,Unknown
ANPHRYCO3,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
ANDOLIMA1,DOLIMA,Doliocarpus,major,Dilleniaceae,1,Unknown
ANPERAAR3,PERAAR,Pera,arborea,Peraceae,0,Unknown
ANCONNPA1,CONNPA,Connarus,panamensis,Connaraceae,1,Unknown
ANHIRTRA2,HIRTRA,Hirtella,racemosa,Chrysobalanaceae,0,Unknown
ANSIPAGU3,SIPAGU,Siparuna,guianensis,Siparunaceae,0,Unknown
ANPSYCB24,PSYCB2,Palicourea,gracilenta,Rubiaceae,0,Unknown
ANPHRYCO4,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
ANENTESC1,ENTESC,Robrichia,schomburgkii,Fabaceae,0,Unknown
ANHIRTAM1,HIRTAM,Hirtella,americana,Chrysobalanaceae,0,Unknown
ANINGAFA1,INGAFA,Inga,laurina,Fabaceae,0,Unknown
ANPSYCB23,PSYCB2,Palicourea,gracilenta,Rubiaceae,0,Unknown
ANLACIAG1,LACIAG,Lacistema,aggregatum,Lacistemataceae,0,Unknown
ANNECTCU1,NECTCU,Nectandra,cuspidata,Lauraceae,0,Unknown
ANPSYCB22,PSYCB2,Palicourea,gracilenta,Rubiaceae,0,Unknown
ANSIPAGU2,SIPAGU,Siparuna,guianensis,Siparunaceae,0,Unknown
ANPHRYCO1,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
ANINGAFA6,INGAFA,Inga,laurina,Fabaceae,0,Unknown
ANPERAAR7,PERAAR,Pera,arborea,Peraceae,0,Unknown
PPPIPEAE8,PIPEAE,Piper,aequale,Piperaceae,0,Unknown
PPPIPEAE1,PIPEAE,Piper,aequale,Piperaceae,0,Unknown
PPPAR1PY1,PAR1PY,Tanaecium,pyramidatum,Bignoniaceae,1,Unknown
PPRINOSY5,RINOSY,Rinorea,silvatica,Violaceae,0,Unknown
PPPSYCHO3,PSYCHO,Psychotria,horizontalis,Rubiaceae,0,Unknown
PPINGAPU1,INGAPU,Inga,punctata,Fabaceae,0,Unknown
PPSTYLTU3,STYLST,Stylogyne,turbacensis,Primulaceae,0,Unknown
PPTERMOB3,TERMOB,Terminalia,oblonga,Combretaceae,0,Unknown
PPPHRYCO4,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
PPCOCCP14,COCCP1,Coccoloba,excelsa,Polygonaceae,1,Unknown
PPSTRYPA4,STRYPA,Strychnos,panamensis,Loganiaceae,1,Unknown
PPTERMOB5,TERMOB,Terminalia,oblonga,Combretaceae,0,Unknown
PPRINOSY4,RINOSY,Rinorea,silvatica,Violaceae,0,Unknown
PPSTYLTU2,STYLST,Stylogyne,turbacensis,Primulaceae,0,Unknown
PPPHRYCO5,PHRYCO,Bignonia,corymbosa,Bignoniaceae,1,Unknown
