anonymous_id,specimen_id,annotator,trait_key,mode,n_views,n_present,per_view_values
individual_062,SRBANICO6,roni,leaf_apex,acuminate,5,5,acuminado | acuminado | acuminado | acuminado | acuminado
individual_062,SRBANICO6,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_062,SRBANICO6,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_062,SRBANICO6,roni,leaf_trichomes,absent,5,5,ausentes | ausentes | ausentes | ausentes | ausentes
individual_062,SRBANICO6,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_062,SRBANICO6,roni,petiole_features,terete,5,5,terete | terete | terete | terete | terete
individual_062,SRBANICO6,roni,stem_type,woody,5,5,lenoso | lenoso | lenoso | lenoso | lenoso
individual_062,SRBANICO6,roni,stem_trichomes,absent,5,4,ausentes | no visible | ausentes | ausentes | ausentes
individual_062,SRBANICO6,roni,stem_texture,smooth,5,4,lisa | no visible | lisa | lisa | lisa
individual_062,SRBANICO6,roni,stipules,absent,5,1,no visible | no visible | no visible | no visible | ausentes
individual_062,SRBANICO6,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_062,SRBANICO6,roni,pulvinus,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_062,SRBANICO6,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_062,SRBANICO6,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_063,BAR0538,roni,leaf_relative_position,alternate,5,1,no visible | no visible | alterna | no visible | no visible
individual_063,BAR0538,roni,leaf_spacing,clustered,5,1,no visible | no visible | agrupadas | no visible | no visible
individual_063,BAR0538,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_063,BAR0538,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_063,BAR0538,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_063,BAR0538,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_063,BAR0538,roni,leaf_shape,lanceolate,5,5,lanceolada | lanceolada | lanceolada | lanceolada | lanceolada
individual_063,BAR0538,roni,leaf_apex,acute,5,5,agudo | agudo | agudo | agudo | agudo
individual_063,BAR0538,roni,leaf_base,cordate,5,5,cordada | cordada | cordada | cordada | cordada
individual_063,BAR0538,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_063,BAR0538,roni,leaf_trichomes,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_063,BAR0538,roni,petiole_length,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_063,BAR0538,roni,petiole_features,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_063,BAR0538,roni,stem_type,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_063,BAR0538,roni,stem_trichomes,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_063,BAR0538,roni,stem_texture,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_063,BAR0538,roni,stipules,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_063,BAR0538,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_063,BAR0538,roni,pulvinus,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_063,BAR0538,roni,tendrils,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_063,BAR0538,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_064,MEMASCNE4,roni,leaf_relative_position,opposite,5,5,opuesta | opuesta | opuesta | opuesta | opuesta
individual_064,MEMASCNE4,roni,leaf_spacing,clustered,5,5,agrupadas | agrupadas | agrupadas | agrupadas | agrupadas
individual_064,MEMASCNE4,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_064,MEMASCNE4,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_064,MEMASCNE4,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_064,MEMASCNE4,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_064,MEMASCNE4,roni,leaf_shape,elliptic,5,5,eliptica | eliptica | eliptica | eliptica | eliptica
individual_064,MEMASCNE4,roni,leaf_apex,acute,5,5,agudo | agudo | agudo | agudo | agudo
individual_064,MEMASCNE4,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_064,MEMASCNE4,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_064,MEMASCNE4,roni,leaf_trichomes,absent,5,1,no visible | no visible | no visible | no visible | ausentes
individual_064,MEMASCNE4,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_064,MEMASCNE4,roni,petiole_features,terete,5,5,terete | terete | terete | terete | terete
individual_064,MEMASCNE4,roni,stem_type,woody,5,3,no visible | lenoso | lenoso | no visible | lenoso
individual_064,MEMASCNE4,roni,stem_trichomes,absent,5,2,no visible | no visible | ausentes | no visible | ausentes
individual_064,MEMASCNE4,roni,stem_texture,lenticellate,5,2,no visible | no visible | lenticelada | no visible | lenticelada
individual_064,MEMASCNE4,roni,stipules,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_064,MEMASCNE4,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_064,MEMASCNE4,roni,pulvinus,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_064,MEMASCNE4,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_064,MEMASCNE4,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_065,SHMICOSI7,roni,leaf_relative_position,opposite,5,5,opuesta | opuesta | opuesta | opuesta | opuesta
individual_065,SHMICOSI7,roni,leaf_spacing,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_065,SHMICOSI7,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_065,SHMICOSI7,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_065,SHMICOSI7,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_065,SHMICOSI7,roni,leaf_margin,toothed,5,5,serrado | serrado | serrado | serrado | serrado
individual_065,SHMICOSI7,roni,leaf_shape,lanceolate,5,5,lanceolada | lanceolada | lanceolada | lanceolada | lanceolada
individual_065,SHMICOSI7,roni,leaf_apex,acute,5,5,agudo | agudo | agudo | agudo | agudo
individual_065,SHMICOSI7,roni,leaf_base,cordate,5,5,cordada | cordada | cordada | cordada | cordada
individual_065,SHMICOSI7,roni,venation,parallel,5,5,paralela | paralela | paralela | paralela | paralela
individual_065,SHMICOSI7,roni,leaf_trichomes,absent,5,5,ausentes | ausentes | ausentes | ausentes | ausentes
individual_065,SHMICOSI7,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_065,SHMICOSI7,roni,petiole_features,terete,5,1,no visible | no visible | no visible | no visible | terete
individual_065,SHMICOSI7,roni,stem_type,woody,5,1,no visible | no visible | no visible | no visible | lenoso
individual_065,SHMICOSI7,roni,stem_trichomes,present,5,1,no visible | no visible | no visible | no visible | presentes
individual_065,SHMICOSI7,roni,stem_texture,__missing__,5,0,no visible | no visible | no visible | no visible | pubescente
individual_065,SHMICOSI7,roni,stipules,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_065,SHMICOSI7,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_065,SHMICOSI7,roni,pulvinus,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_065,SHMICOSI7,roni,tendrils,absent,5,1,no visible | no visible | no visible | no visible | ausente
individual_065,SHMICOSI7,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_066,BAR0586,roni,leaf_relative_position,opposite,5,5,opuesta | opuesta | opuesta | opuesta | opuesta
individual_066,BAR0586,roni,leaf_spacing,distal,5,5,distales | distales | distales | distales | distales
individual_066,BAR0586,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_066,BAR0586,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_066,BAR0586,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_066,BAR0586,roni,leaf_margin,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_066,BAR0586,roni,leaf_shape,lanceolate,5,5,lanceolada | lanceolada | lanceolada | lanceolada | lanceolada
individual_066,BAR0586,roni,leaf_apex,acute,5,5,agudo | agudo | agudo | agudo | agudo
individual_066,BAR0586,roni,leaf_base,cordate,5,5,cordada | cordada | cordada | cordada | cordada
individual_066,BAR0586,roni,venation,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_066,BAR0586,roni,leaf_trichomes,absent,5,1,no visible | no visible | no visible | ausentes | no visible
individual_066,BAR0586,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_066,BAR0586,roni,petiole_features,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_066,BAR0586,roni,stem_type,woody,5,5,lenoso | lenoso | lenoso | lenoso | lenoso
individual_066,BAR0586,roni,stem_trichomes,absent,5,1,no visible | no visible | no visible | ausentes | no visible
individual_066,BAR0586,roni,stem_texture,ridged,5,1,no visible | no visible | no visible | estriada | no visible
individual_066,BAR0586,roni,stipules,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_066,BAR0586,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_066,BAR0586,roni,pulvinus,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_066,BAR0586,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_066,BAR0586,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_067,CHGUARGU3,roni,leaf_relative_position,alternate,5,4,alterna | alterna | alterna | alterna | no visible
individual_067,CHGUARGU3,roni,leaf_spacing,clustered,5,4,agrupadas | agrupadas | agrupadas | agrupadas | no visible
individual_067,CHGUARGU3,roni,leaf_complexity_type,compound,5,5,compuesta | compuesta | compuesta | compuesta | compuesta
individual_067,CHGUARGU3,roni,compound_leaf_type,even-pinnate,5,4,paripinada | paripinada | paripinada | paripinada | no visible
individual_067,CHGUARGU3,roni,leaflet_arrangement,opposite,5,5,opuesto | opuesto | opuesto | opuesto | opuesto
individual_067,CHGUARGU3,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_067,CHGUARGU3,roni,leaf_shape,lanceolate,5,5,lanceolada | lanceolada | lanceolada | lanceolada | lanceolada
individual_067,CHGUARGU3,roni,leaf_apex,acuminate,5,5,acuminado | acuminado | acuminado | acuminado | acuminado
individual_067,CHGUARGU3,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_067,CHGUARGU3,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_067,CHGUARGU3,roni,leaf_trichomes,absent,5,5,ausentes | ausentes | ausentes | ausentes | ausentes
individual_067,CHGUARGU3,roni,petiole_length,long,5,4,largo | largo | largo | largo | no visible
individual_067,CHGUARGU3,roni,petiole_features,terete,5,3,terete | no visible | terete | terete | no visible
individual_067,CHGUARGU3,roni,stem_type,woody,5,1,lenoso | no visible | no visible | no visible | no visible
individual_067,CHGUARGU3,roni,stem_trichomes,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_067,CHGUARGU3,roni,stem_texture,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_067,CHGUARGU3,roni,stipules,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_067,CHGUARGU3,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_067,CHGUARGU3,roni,pulvinus,present,5,3,basal | no visible | basal | basal | no visible
individual_067,CHGUARGU3,roni,tendrils,absent,5,3,ausente | no visible | ausente | ausente | no visible
individual_067,CHGUARGU3,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_068,OLTRI2TU6,roni,leaf_relative_position,alternate,5,5,alterna | alterna | alterna | alterna | alterna
individual_068,OLTRI2TU6,roni,leaf_spacing,clustered,5,5,agrupadas | agrupadas | agrupadas | agrupadas | agrupadas
individual_068,OLTRI2TU6,roni,leaf_complexity_type,compound,5,5,compuesta | compuesta | compuesta | compuesta | compuesta
individual_068,OLTRI2TU6,roni,compound_leaf_type,odd-pinnate,5,5,imparipinada | imparipinada | imparipinada | imparipinada | imparipinada
individual_068,OLTRI2TU6,roni,leaflet_arrangement,subopposite,5,5,subopuestos | subopuestos | subopuestos | subopuestos | subopuestos
individual_068,OLTRI2TU6,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_068,OLTRI2TU6,roni,leaf_shape,lanceolate,5,5,lanceolada | lanceolada | lanceolada | lanceolada | lanceolada
individual_068,OLTRI2TU6,roni,leaf_apex,acuminate,5,5,acuminado | acuminado | acuminado | acuminado | acuminado
individual_068,OLTRI2TU6,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_068,OLTRI2TU6,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_068,OLTRI2TU6,roni,leaf_trichomes,absent,5,5,ausentes | ausentes | ausentes | ausentes | ausentes
individual_068,OLTRI2TU6,roni,petiole_length,long,5,1,no visible | no visible | no visible | no visible | largo
individual_068,OLTRI2TU6,roni,petiole_features,terete,5,2,no visible | no visible | no visible | terete | terete
individual_068,OLTRI2TU6,roni,stem_type,woody,5,1,no visible | no visible | no visible | no visible | lenoso
individual_068,OLTRI2TU6,roni,stem_trichomes,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_068,OLTRI2TU6,roni,stem_texture,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_068,OLTRI2TU6,roni,stipules,absent,5,1,no visible | no visible | no visible | no visible | ausentes
individual_068,OLTRI2TU6,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_068,OLTRI2TU6,roni,pulvinus,absent,5,1,no visible | no visible | no visible | no visible | ausente
individual_068,OLTRI2TU6,roni,tendrils,absent,5,1,no visible | no visible | no visible | no visible | ausente
individual_068,OLTRI2TU6,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_069,PPABUTRA10,roni,leaf_relative_position,alternate,5,5,alterna | alterna | alterna | alterna | alterna
individual_069,PPABUTRA10,roni,leaf_spacing,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_069,PPABUTRA10,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_069,PPABUTRA10,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_069,PPABUTRA10,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_069,PPABUTRA10,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_069,PPABUTRA10,roni,leaf_shape,elliptic,5,5,eliptica | eliptica | eliptica | eliptica | eliptica
individual_069,PPABUTRA10,roni,leaf_apex,acuminate,5,5,acuminado | acuminado | acuminado | acuminado | acuminado
individual_069,PPABUTRA10,roni,leaf_base,rounded,5,5,redondeada | redondeada | redondeada | redondeada | redondeada
individual_069,PPABUTRA10,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_069,PPABUTRA10,roni,leaf_trichomes,absent,5,5,ausentes | ausentes | ausentes | ausentes | ausentes
individual_069,PPABUTRA10,roni,petiole_length,long,5,5,largo | largo | largo | largo | largo
individual_069,PPABUTRA10,roni,petiole_features,terete,5,5,terete | terete | terete | terete | terete
individual_069,PPABUTRA10,roni,stem_type,woody,5,1,no visible | no visible | no visible | lenoso | no visible
individual_069,PPABUTRA10,roni,stem_trichomes,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_069,PPABUTRA10,roni,stem_texture,smooth,5,1,no visible | no visible | no visible | lisa | no visible
individual_069,PPABUTRA10,roni,stipules,absent,5,1,no visible | no visible | no visible | ausentes | no visible
individual_069,PPABUTRA10,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_069,PPABUTRA10,roni,pulvinus,present,5,2,no visible | no visible | basal | basal | no visible
individual_069,PPABUTRA10,roni,tendrils,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_069,PPABUTRA10,roni,damage,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_070,SHBROSGU5,roni,leaf_relative_position,alternate,5,5,alterna | alterna | alterna | alterna | alterna
individual_070,SHBROSGU5,roni,leaf_spacing,distal,5,5,distales | distales | distales | distales | distales
individual_070,SHBROSGU5,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_070,SHBROSGU5,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_070,SHBROSGU5,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_070,SHBROSGU5,roni,leaf_margin,toothed,5,4,serrado | serrado | serrado | serrado | no visible
individual_070,SHBROSGU5,roni,leaf_shape,elliptic,5,4,eliptica | eliptica | eliptica | eliptica | no visible
individual_070,SHBROSGU5,roni,leaf_apex,acuminate,5,4,acuminado | acuminado | acuminado | acuminado | no visible
individual_070,SHBROSGU5,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_070,SHBROSGU5,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_070,SHBROSGU5,roni,leaf_trichomes,absent,5,5,ausentes | ausentes | ausentes | ausentes | ausentes
individual_070,SHBROSGU5,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_070,SHBROSGU5,roni,petiole_features,terete,5,5,terete | terete | terete | terete | terete
individual_070,SHBROSGU5,roni,stem_type,woody,5,5,lenoso | lenoso | lenoso | lenoso | lenoso
individual_070,SHBROSGU5,roni,stem_trichomes,absent,5,5,ausentes | ausentes | ausentes | ausentes | ausentes
individual_070,SHBROSGU5,roni,stem_texture,smooth,5,5,lisa | lisa | lisa | lisa | lisa
individual_070,SHBROSGU5,roni,stipules,present,5,5,presentes | presentes | presentes | presentes | presentes
individual_070,SHBROSGU5,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_070,SHBROSGU5,roni,pulvinus,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_070,SHBROSGU5,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_070,SHBROSGU5,roni,damage,present,5,5,presente | presente | presente | presente | ausente
individual_071,MECASTEL6,roni,leaf_relative_position,alternate,5,5,alterna | alterna | alterna | alterna | alterna
individual_071,MECASTEL6,roni,leaf_spacing,distal,5,2,no visible | no visible | distales | no visible | distales
individual_071,MECASTEL6,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_071,MECASTEL6,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_071,MECASTEL6,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_071,MECASTEL6,roni,leaf_margin,toothed,5,5,serrado | serrado | serrado | serrado | serrado
individual_071,MECASTEL6,roni,leaf_shape,elliptic,5,5,eliptica | eliptica | eliptica | eliptica | eliptica
individual_071,MECASTEL6,roni,leaf_apex,acuminate,5,5,acuminado | acuminado | acuminado | acuminado | acuminado
individual_071,MECASTEL6,roni,leaf_base,cordate,5,5,cordada | cordada | cordada | cordada | cordada
individual_071,MECASTEL6,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_071,MECASTEL6,roni,leaf_trichomes,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_071,MECASTEL6,roni,petiole_length,short,5,3,no visible | no visible | corto | corto | corto
individual_071,MECASTEL6,roni,petiole_features,terete,5,3,no visible | no visible | terete | terete | terete
individual_071,MECASTEL6,roni,stem_type,woody,5,2,no visible | no visible | lenoso | no visible | lenoso
individual_071,MECASTEL6,roni,stem_trichomes,present,5,1,no visible | no visible | no visible | no visible | presentes
individual_071,MECASTEL6,roni,stem_texture,__missing__,5,0,no visible | no visible | no visible | no visible | pubescente
individual_071,MECASTEL6,roni,stipules,present,5,1,no visible | no visible | no visible | no visible | presentes
individual_071,MECASTEL6,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_071,MECASTEL6,roni,pulvinus,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_071,MECASTEL6,roni,tendrils,absent,5,2,no visible | no visible | ausente | no visible | ausente
individual_071,MECASTEL6,roni,damage,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_072,BVMAQUCO1,roni,leaf_relative_position,alternate,5,5,alterna | alterna | alterna | alterna | alterna
individual_072,BVMAQUCO1,roni,leaf_spacing,distal,5,3,distales | distales | no visible | no visible | distales
individual_072,BVMAQUCO1,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_072,BVMAQUCO1,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_072,BVMAQUCO1,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_072,BVMAQUCO1,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_072,BVMAQUCO1,roni,leaf_shape,lanceolate,5,5,lanceolada | lanceolada | lanceolada | lanceolada | lanceolada
individual_072,BVMAQUCO1,roni,leaf_apex,acuminate,5,4,acuminado | acuminado | acuminado | acuminado | no visible
individual_072,BVMAQUCO1,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_072,BVMAQUCO1,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_072,BVMAQUCO1,roni,leaf_trichomes,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_072,BVMAQUCO1,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_072,BVMAQUCO1,roni,petiole_features,terete,5,5,terete | terete | terete | terete | terete
individual_072,BVMAQUCO1,roni,stem_type,woody,5,3,lenoso | lenoso | no visible | no visible | lenoso
individual_072,BVMAQUCO1,roni,stem_trichomes,absent,5,3,ausentes | ausentes | no visible | no visible | ausentes
individual_072,BVMAQUCO1,roni,stem_texture,smooth,5,3,lisa | lisa | no visible | no visible | lisa
individual_072,BVMAQUCO1,roni,stipules,absent,5,1,no visible | no visible | no visible | no visible | ausentes
individual_072,BVMAQUCO1,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_072,BVMAQUCO1,roni,pulvinus,absent,5,3,ausente | ausente | no visible | no visible | ausente
individual_072,BVMAQUCO1,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_072,BVMAQUCO1,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_073,SHPEREXA9,roni,leaf_relative_position,alternate,5,1,no visible | no visible | no visible | no visible | alterna
individual_073,SHPEREXA9,roni,leaf_spacing,clustered,5,1,no visible | no visible | no visible | no visible | agrupadas
individual_073,SHPEREXA9,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_073,SHPEREXA9,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_073,SHPEREXA9,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_073,SHPEREXA9,roni,leaf_margin,toothed,5,5,serrado | serrado | serrado | serrado | serrado
individual_073,SHPEREXA9,roni,leaf_shape,lanceolate,5,5,lanceolada | lanceolada | lanceolada | lanceolada | lanceolada
individual_073,SHPEREXA9,roni,leaf_apex,acuminate,5,5,acuminado | acuminado | acuminado | acuminado | acuminado
individual_073,SHPEREXA9,roni,leaf_base,cordate,5,5,cordada | cordada | cordada | cordada | cordada
individual_073,SHPEREXA9,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_073,SHPEREXA9,roni,leaf_trichomes,present,5,1,no visible | no visible | no visible | no visible | presentes
individual_073,SHPEREXA9,roni,petiole_length,short,5,1,no visible | no visible | no visible | no visible | corto
individual_073,SHPEREXA9,roni,petiole_features,terete,5,1,no visible | no visible | no visible | no visible | terete
individual_073,SHPEREXA9,roni,stem_type,woody,5,1,no visible | no visible | no visible | no visible | lenoso
individual_073,SHPEREXA9,roni,stem_trichomes,present,5,1,no visible | no visible | no visible | no visible | presentes
individual_073,SHPEREXA9,roni,stem_texture,__missing__,5,0,no visible | no visible | no visible | no visible | pubescente
individual_073,SHPEREXA9,roni,stipules,present,5,1,no visible | no visible | no visible | no visible | presentes
individual_073,SHPEREXA9,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_073,SHPEREXA9,roni,pulvinus,absent,5,1,no visible | no visible | no visible | no visible | ausente
individual_073,SHPEREXA9,roni,tendrils,absent,5,1,no visible | no visible | no visible | no visible | ausente
individual_073,SHPEREXA9,roni,damage,present,5,5,presente | presente | presente | presente | ausente
individual_074,OLPOULAR2,roni,leaf_relative_position,alternate,5,1,no visible | no visible | no visible | no visible | alterna
individual_074,OLPOULAR2,roni,leaf_spacing,clustered,5,1,no visible | no visible | no visible | no visible | agrupadas
individual_074,OLPOULAR2,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_074,OLPOULAR2,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_074,OLPOULAR2,roni,leaflet_arrangement,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
individual_074,OLPOULAR2,roni,leaf_margin,entire,5,5,entero | entero | entero | entero | entero
individual_074,OLPOULAR2,roni,leaf_shape,lanceolate,5,4,lanceolada | lanceolada | lanceolada | lanceolada | no visible
individual_074,OLPOULAR2,roni,leaf_apex,acuminate,5,4,acuminado | acuminado | acuminado | acuminado | no visible
individual_074,OLPOULAR2,roni,leaf_base,cuneate,5,5,cuneada | cuneada | cuneada | cuneada | cuneada
individual_074,OLPOULAR2,roni,venation,pinnate,5,5,pinnada | pinnada | pinnada | pinnada | pinnada
individual_074,OLPOULAR2,roni,leaf_trichomes,absent,5,5,ausentes | ausentes | ausentes | ausentes | ausentes
individual_074,OLPOULAR2,roni,petiole_length,short,5,5,corto | corto | corto | corto | corto
individual_074,OLPOULAR2,roni,petiole_features,terete,5,5,terete | terete | terete | terete | terete
individual_074,OLPOULAR2,roni,stem_type,woody,5,1,no visible | no visible | no visible | no visible | lenoso
individual_074,OLPOULAR2,roni,stem_trichomes,absent,5,1,no visible | no visible | no visible | no visible | ausentes
individual_074,OLPOULAR2,roni,stem_texture,__missing__,5,0,no visible | no visible | no visible | no visible | espinosa
individual_074,OLPOULAR2,roni,stipules,present,5,1,no visible | no visible | no visible | no visible | presentes
individual_074,OLPOULAR2,roni,latex,__missing__,5,0,no visible | no visible | no visible | no visible | no visible
individual_074,OLPOULAR2,roni,pulvinus,absent,5,1,no visible | no visible | no visible | no visible | ausente
individual_074,OLPOULAR2,roni,tendrils,absent,5,5,ausente | ausente | ausente | ausente | ausente
individual_074,OLPOULAR2,roni,damage,present,5,5,presente | presente | presente | presente | presente
individual_075,BVSOROAF8,roni,leaf_relative_position,alternate,5,5,alterna | alterna | alterna | alterna | alterna
individual_075,BVSOROAF8,roni,leaf_spacing,distal,5,5,distales | distales | distales | distales | distales
individual_075,BVSOROAF8,roni,leaf_complexity_type,simple,5,5,simple | simple | simple | simple | simple
individual_075,BVSOROAF8,roni,compound_leaf_type,__missing__,5,0,N/A | N/A | N/A | N/A | N/A
